timestamp,actual_load,forecast_load,error
2026-03-02 00:30:00,1.533,1.3485,-0.1845
2026-03-02 00:45:00,1.3193,1.3522,0.0329
2026-03-02 01:00:00,1.3747,1.278,-0.0967
2026-03-02 01:15:00,1.4492,1.304,-0.1452
2026-03-02 01:30:00,2.2949,1.5117,-0.7832
2026-03-02 01:45:00,4.2158,2.7789,-1.4368
2026-03-02 02:00:00,4.556,3.6512,-0.9048
2026-03-02 02:15:00,4.9088,3.5742,-1.3346
2026-03-02 02:30:00,4.7965,4.2153,-0.5813
2026-03-02 02:45:00,4.1768,4.0775,-0.0993
2026-03-02 03:00:00,4.4502,3.1271,-1.3231
2026-03-02 03:15:00,1.8031,3.7197,1.9166
2026-03-02 03:30:00,1.5351,1.6914,0.1562
2026-03-02 03:45:00,1.1869,1.4049,0.218
2026-03-02 04:00:00,1.2459,1.3007,0.0548
2026-03-02 04:15:00,1.2295,1.439,0.2095
2026-03-02 04:30:00,1.2985,1.3278,0.0293
2026-03-02 04:45:00,1.4414,1.3031,-0.1384
2026-03-02 05:00:00,0.9125,1.3886,0.476
2026-03-02 05:15:00,1.1037,1.1083,0.0046
2026-03-02 05:30:00,1.6895,1.1532,-0.5363
2026-03-02 05:45:00,1.4004,1.4963,0.096
2026-03-02 06:00:00,1.316,1.3386,0.0225
2026-03-02 06:15:00,1.321,1.2762,-0.0448
2026-03-02 06:30:00,1.1061,1.3775,0.2714
2026-03-02 06:45:00,1.148,1.2968,0.1488
2026-03-02 07:00:00,1.4088,1.2907,-0.1182
2026-03-02 07:15:00,0.8753,1.3441,0.4688
2026-03-02 07:30:00,1.579,1.2722,-0.3067
2026-03-02 07:45:00,1.6688,1.5264,-0.1424
2026-03-02 08:00:00,1.1811,1.5869,0.4058
2026-03-02 08:15:00,1.6754,1.6908,0.0154
2026-03-02 08:30:00,2.0469,2.2826,0.2357
2026-03-02 08:45:00,1.8056,1.9603,0.1546
2026-03-02 09:00:00,4.8078,2.0825,-2.7253
2026-03-02 09:15:00,3.838,4.2011,0.3631
2026-03-02 09:30:00,3.8878,3.3534,-0.5345
2026-03-02 09:45:00,3.282,3.4987,0.2166
2026-03-02 10:00:00,1.9228,2.6816,0.7588
2026-03-02 10:15:00,3.257,2.0855,-1.1715
2026-03-02 10:30:00,3.2702,3.0786,-0.1916
2026-03-02 10:45:00,2.5028,2.689,0.1862
2026-03-02 11:00:00,0.4995,2.2302,1.7307
2026-03-02 11:15:00,0.9572,0.4828,-0.4744
2026-03-02 11:30:00,2.4388,0.8483,-1.5904
2026-03-02 11:45:00,2.723,2.4206,-0.3024
2026-03-02 12:00:00,2.8035,2.276,-0.5274
2026-03-02 12:15:00,1.6903,2.2918,0.6015
2026-03-02 12:30:00,1.0146,1.5443,0.5296
2026-03-02 12:45:00,0.5648,1.5706,1.0057
2026-03-02 13:00:00,0.3796,0.7466,0.3671
2026-03-02 13:15:00,0.7332,0.6291,-0.1042
2026-03-02 13:30:00,1.308,1.2801,-0.028
2026-03-02 13:45:00,3.0404,2.7295,-0.3108
2026-03-02 14:00:00,3.3037,4.6768,1.3731
2026-03-02 14:15:00,3.5989,3.5712,-0.0277
2026-03-02 14:30:00,3.4511,3.9301,0.479
2026-03-02 14:45:00,3.0378,3.8784,0.8406
2026-03-02 15:00:00,3.1008,3.1916,0.0908
2026-03-02 15:15:00,2.9951,2.7479,-0.2473
2026-03-02 15:30:00,0.223,2.561,2.338
2026-03-02 15:45:00,1.7224,0.8153,-0.9071
2026-03-02 16:00:00,5.6448,2.3445,-3.3003
2026-03-02 16:15:00,5.1469,6.1102,0.9632
2026-03-02 16:30:00,5.2657,4.6078,-0.6579
2026-03-02 16:45:00,5.5821,4.38,-1.2021
2026-03-02 17:00:00,6.5242,4.8746,-1.6496
2026-03-02 17:15:00,3.101,5.7665,2.6655
2026-03-02 17:30:00,3.2078,3.4589,0.251
2026-03-02 17:45:00,3.5121,3.281,-0.2311
2026-03-02 18:00:00,3.7917,2.859,-0.9327
2026-03-02 18:15:00,3.8514,3.0662,-0.7853
2026-03-02 18:30:00,4.1227,3.3736,-0.7491
2026-03-02 18:45:00,3.572,3.6659,0.0938
2026-03-02 19:00:00,1.5515,3.3277,1.7762
2026-03-02 19:15:00,1.7798,2.0859,0.306
2026-03-02 19:30:00,1.7891,2.045,0.2559
2026-03-02 19:45:00,1.8071,2.0009,0.1938
2026-03-02 20:00:00,1.9669,2.0348,0.0679
2026-03-02 20:15:00,1.6471,1.9674,0.3203
2026-03-02 20:30:00,2.7066,1.8793,-0.8273
2026-03-02 20:45:00,1.8138,3.1255,1.3117
2026-03-02 21:00:00,2.3411,2.7034,0.3624
2026-03-02 21:15:00,1.484,2.3726,0.8886
2026-03-02 21:30:00,2.0234,1.7166,-0.3068
2026-03-02 21:45:00,2.0693,2.1191,0.0497
2026-03-02 22:00:00,1.9777,2.0377,0.0599
2026-03-02 22:15:00,1.7795,2.0018,0.2223
2026-03-02 22:30:00,1.9673,1.954,-0.0133
2026-03-02 22:45:00,1.887,1.9007,0.0138
2026-03-02 23:00:00,1.7147,1.7205,0.0057
2026-03-02 23:15:00,1.6114,1.7241,0.1127
2026-03-02 23:30:00,1.5781,1.6098,0.0317
2026-03-02 23:45:00,1.2254,1.5422,0.3168
2026-03-03 00:00:00,1.3301,1.2797,-0.0504
2026-03-03 00:15:00,1.5997,1.4105,-0.1891
2026-03-03 00:30:00,1.3365,1.5175,0.181
2026-03-03 00:45:00,1.3498,1.3489,-0.0009
2026-03-03 01:00:00,1.2402,1.3756,0.1354
2026-03-03 01:15:00,1.4566,1.3006,-0.156
2026-03-03 01:30:00,1.521,1.6941,0.1731
2026-03-03 01:45:00,1.824,2.4192,0.5952
2026-03-03 02:00:00,2.0132,1.9664,-0.0468
2026-03-03 02:15:00,2.0015,2.0549,0.0534
2026-03-03 02:30:00,1.869,2.0267,0.1577
2026-03-03 02:45:00,2.2286,1.9133,-0.3153
2026-03-03 03:00:00,1.5638,2.6687,1.1049
2026-03-03 03:15:00,1.7883,1.6444,-0.1439
2026-03-03 03:30:00,1.3731,1.6889,0.3158
2026-03-03 03:45:00,1.3091,1.379,0.0698
2026-03-03 04:00:00,1.2633,1.3507,0.0873
2026-03-03 04:15:00,1.3476,1.3368,-0.0109
2026-03-03 04:30:00,1.0396,1.3553,0.3157
2026-03-03 04:45:00,1.055,1.2129,0.1579
2026-03-03 05:00:00,0.9696,1.1793,0.2098
2026-03-03 05:15:00,1.1373,1.1301,-0.0071
2026-03-03 05:30:00,1.3035,1.1895,-0.1139
2026-03-03 05:45:00,0.8942,1.2325,0.3383
2026-03-03 06:00:00,0.9201,1.0379,0.1179
2026-03-03 06:15:00,1.3931,1.0646,-0.3285
2026-03-03 06:30:00,1.2578,1.2887,0.0309
2026-03-03 06:45:00,1.4016,1.2222,-0.1794
2026-03-03 07:00:00,1.4366,1.3139,-0.1228
2026-03-03 07:15:00,1.2446,1.4107,0.1661
2026-03-03 07:30:00,2.1587,2.119,-0.0397
2026-03-03 07:45:00,2.4634,2.4114,-0.052
2026-03-03 08:00:00,1.5732,2.0785,0.5053
2026-03-03 08:15:00,1.4533,2.0862,0.6329
2026-03-03 08:30:00,1.8268,2.6861,0.8593
2026-03-03 08:45:00,3.8779,2.2771,-1.6008
2026-03-03 09:00:00,3.4838,3.9265,0.4427
2026-03-03 09:15:00,3.892,2.9918,-0.9002
2026-03-03 09:30:00,1.2569,3.2319,1.975
2026-03-03 09:45:00,1.4318,1.6431,0.2114
2026-03-03 10:00:00,0.6815,1.468,0.7865
2026-03-03 10:15:00,0.1726,0.8087,0.6361
2026-03-03 10:30:00,0.0,0.3743,0.3743
2026-03-03 10:45:00,1.4997,0.1434,-1.3563
2026-03-03 11:00:00,0.7009,2.6384,1.9375
2026-03-03 11:15:00,0.7923,1.2235,0.4313
2026-03-03 11:30:00,0.037,1.8012,1.7642
2026-03-03 11:45:00,2.7609,1.4161,-1.3448
2026-03-03 12:00:00,7.7352,5.645,-2.0902
2026-03-03 12:15:00,10.0594,9.9316,-0.1278
2026-03-03 12:30:00,8.4856,10.1108,1.6252
2026-03-03 12:45:00,9.2405,8.0962,-1.1442
2026-03-03 13:00:00,8.9845,8.0751,-0.9094
2026-03-03 13:15:00,8.5948,7.3108,-1.284
2026-03-03 13:30:00,8.9742,5.889,-3.0852
2026-03-03 13:45:00,9.8877,6.8526,-3.0351
2026-03-03 14:00:00,7.8968,8.0099,0.1131
2026-03-03 14:15:00,7.9171,7.4525,-0.4646
2026-03-03 14:30:00,6.2032,6.1117,-0.0915
2026-03-03 14:45:00,4.3484,5.0735,0.7251
2026-03-03 15:00:00,4.0745,4.4358,0.3613
2026-03-03 15:15:00,2.585,3.8279,1.2429
2026-03-03 15:30:00,2.8348,2.455,-0.3798
2026-03-03 15:45:00,0.2927,3.1439,2.8512
2026-03-03 16:00:00,2.2632,1.8497,-0.4135
2026-03-03 16:15:00,2.4833,3.6538,1.1706
2026-03-03 16:30:00,1.9703,2.4535,0.4832
2026-03-03 16:45:00,2.0015,2.2025,0.2011
2026-03-03 17:00:00,4.2494,2.6032,-1.6462
2026-03-03 17:15:00,1.8282,3.8347,2.0065
2026-03-03 17:30:00,1.8383,2.0836,0.2453
2026-03-03 17:45:00,1.131,2.4551,1.3241
2026-03-03 18:00:00,2.4534,1.9332,-0.5202
2026-03-03 18:15:00,1.1528,2.4902,1.3374
2026-03-03 18:30:00,1.2261,1.8179,0.5918
2026-03-03 18:45:00,1.6704,1.6679,-0.0026
2026-03-03 19:00:00,1.4724,1.8478,0.3754
2026-03-03 19:15:00,1.6691,1.7326,0.0635
2026-03-03 19:30:00,2.0719,1.8402,-0.2317
2026-03-03 19:45:00,2.252,2.0745,-0.1775
2026-03-03 20:00:00,2.1854,2.2657,0.0803
2026-03-03 20:15:00,1.9934,2.1213,0.1279
2026-03-03 20:30:00,1.7047,2.135,0.4303
2026-03-03 20:45:00,1.6909,2.0461,0.3552
2026-03-03 21:00:00,1.6205,2.3985,0.7779
2026-03-03 21:15:00,2.31,1.7188,-0.5912
2026-03-03 21:30:00,1.5792,2.213,0.6339
2026-03-03 21:45:00,1.5614,1.7187,0.1573
2026-03-03 22:00:00,2.7608,1.7439,-1.0169
2026-03-03 22:15:00,1.9055,2.9988,1.0932
2026-03-03 22:30:00,1.8219,1.8877,0.0657
2026-03-03 22:45:00,1.5955,1.8302,0.2347
2026-03-03 23:00:00,1.9743,1.5849,-0.3894
2026-03-03 23:15:00,2.0565,1.7528,-0.3038
2026-03-03 23:30:00,1.6173,1.7411,0.1238
2026-03-03 23:45:00,1.7452,1.4991,-0.2462
2026-03-04 00:00:00,1.4759,1.5484,0.0724
2026-03-04 00:15:00,1.2393,1.4154,0.1761
2026-03-04 00:30:00,1.0357,1.3803,0.3446
2026-03-04 00:45:00,1.2932,1.2303,-0.0629
2026-03-04 01:00:00,1.2365,1.326,0.0895
2026-03-04 01:15:00,1.1436,1.3172,0.1736
2026-03-04 01:30:00,2.4568,1.6465,-0.8103
2026-03-04 01:45:00,4.8294,3.7489,-1.0806
2026-03-04 02:00:00,5.293,4.444,-0.849
2026-03-04 02:15:00,5.204,4.4275,-0.7765
2026-03-04 02:30:00,4.8784,4.2713,-0.6071
2026-03-04 02:45:00,4.5395,4.1314,-0.408
2026-03-04 03:00:00,3.6137,3.7336,0.1199
2026-03-04 03:15:00,1.8472,2.2913,0.4442
2026-03-04 03:30:00,1.4022,1.7876,0.3854
2026-03-04 03:45:00,1.4288,1.3147,-0.1141
2026-03-04 04:00:00,1.1408,1.4137,0.2729
2026-03-04 04:15:00,1.2916,1.5224,0.2308
2026-03-04 04:30:00,1.3623,1.3664,0.0041
2026-03-04 04:45:00,1.1991,1.3881,0.189
2026-03-04 05:00:00,1.1887,1.2861,0.0974
2026-03-04 05:15:00,1.263,1.2664,0.0035
2026-03-04 05:30:00,1.3997,1.3226,-0.0772
2026-03-04 05:45:00,1.421,1.3427,-0.0784
2026-03-04 06:00:00,1.0769,1.3958,0.3189
2026-03-04 06:15:00,1.496,1.3023,-0.1937
2026-03-04 06:30:00,1.0555,1.4827,0.4272
2026-03-04 06:45:00,1.1201,1.2622,0.1421
2026-03-04 07:00:00,1.3594,1.2805,-0.0789
2026-03-04 07:15:00,1.3692,1.4005,0.0313
2026-03-04 07:30:00,2.228,2.6616,0.4335
2026-03-04 07:45:00,3.8324,2.6982,-1.1342
2026-03-04 08:00:00,1.5175,3.0033,1.4858
2026-03-04 08:15:00,4.1316,2.0433,-2.0883
2026-03-04 08:30:00,3.193,3.4301,0.2371
2026-03-04 08:45:00,1.8892,3.0477,1.1585
2026-03-04 09:00:00,2.665,2.9646,0.2996
2026-03-04 09:15:00,1.6256,2.9504,1.3247
2026-03-04 09:30:00,0.8061,1.8248,1.0187
2026-03-04 09:45:00,2.657,1.1038,-1.5532
2026-03-04 10:00:00,2.523,2.5988,0.0759
2026-03-04 10:15:00,2.8558,1.9424,-0.9134
2026-03-04 10:30:00,2.5701,2.3879,-0.1822
2026-03-04 10:45:00,1.4937,2.5023,1.0086
2026-03-04 11:00:00,0.0,1.2547,1.2547
2026-03-04 11:15:00,0.1402,0.9479,0.8077
2026-03-04 11:30:00,0.6213,0.9516,0.3304
2026-03-04 11:45:00,0.212,2.1008,1.8887
2026-03-04 12:00:00,5.3356,2.7775,-2.5582
2026-03-04 12:15:00,11.0109,10.0027,-1.0083
2026-03-04 12:30:00,11.4057,11.338,-0.0677
2026-03-04 12:45:00,8.7094,10.7434,2.034
2026-03-04 13:00:00,10.0045,8.6529,-1.3517
2026-03-04 13:15:00,9.7985,9.2025,-0.596
2026-03-04 13:30:00,11.6983,8.6244,-3.0739
2026-03-04 13:45:00,13.0231,9.812,-3.2111
2026-03-04 14:00:00,9.487,9.6918,0.2049
2026-03-04 14:15:00,10.2658,8.354,-1.9118
2026-03-04 14:30:00,8.1657,9.2319,1.0662
2026-03-04 14:45:00,7.032,7.2513,0.2194
2026-03-04 15:00:00,6.1986,6.0236,-0.175
2026-03-04 15:15:00,4.4402,5.1648,0.7246
2026-03-04 15:30:00,3.9367,3.7773,-0.1595
2026-03-04 15:45:00,1.8944,3.1908,1.2964
2026-03-04 16:00:00,0.4366,2.7116,2.275
2026-03-04 16:15:00,2.8406,2.3296,-0.511
2026-03-04 16:30:00,1.356,3.3374,1.9814
2026-03-04 16:45:00,4.149,1.7807,-2.3683
2026-03-04 17:00:00,1.862,4.6545,2.7926
2026-03-04 17:15:00,1.5563,2.4087,0.8524
2026-03-04 17:30:00,2.8984,2.1781,-0.7204
2026-03-04 17:45:00,1.791,2.6621,0.8712
2026-03-04 18:00:00,2.7749,2.2558,-0.5191
2026-03-04 18:15:00,1.7025,2.462,0.7595
2026-03-04 18:30:00,0.5433,1.9381,1.3949
2026-03-04 18:45:00,0.7908,1.2334,0.4426
2026-03-04 19:00:00,1.3254,1.3756,0.0502
2026-03-04 19:15:00,1.4787,1.6759,0.1972
2026-03-04 19:30:00,1.6994,1.8471,0.1476
2026-03-04 19:45:00,2.0428,2.0513,0.0085
2026-03-04 20:00:00,1.6449,2.1192,0.4742
2026-03-04 20:15:00,1.7049,1.936,0.2311
2026-03-04 20:30:00,1.3826,1.8393,0.4567
2026-03-04 20:45:00,2.073,1.7003,-0.3728
2026-03-04 21:00:00,1.6741,2.4235,0.7494
2026-03-04 21:15:00,1.924,1.8552,-0.0689
2026-03-04 21:30:00,1.9979,1.8394,-0.1584
2026-03-04 21:45:00,1.5495,2.0047,0.4552
2026-03-04 22:00:00,1.4783,2.0186,0.5403
2026-03-04 22:15:00,1.4777,1.5906,0.1129
2026-03-04 22:30:00,1.4994,1.6091,0.1098
2026-03-04 22:45:00,1.8982,1.5586,-0.3396
2026-03-04 23:00:00,1.6819,1.7161,0.0342
2026-03-04 23:15:00,1.8488,1.6222,-0.2266
2026-03-04 23:30:00,1.6001,1.6366,0.0365
2026-03-04 23:45:00,1.5693,1.6342,0.0648
2026-03-05 00:00:00,1.3177,1.4324,0.1147
2026-03-05 00:15:00,1.2584,1.3052,0.0468
2026-03-05 00:30:00,1.2703,1.2656,-0.0047
2026-03-05 00:45:00,1.7207,1.3395,-0.3812
2026-03-05 01:00:00,1.2696,1.4544,0.1848
2026-03-05 01:15:00,0.8448,1.2362,0.3913
2026-03-05 01:30:00,2.2895,1.3757,-0.9138
2026-03-05 01:45:00,4.8513,4.1496,-0.7017
2026-03-05 02:00:00,4.4259,4.154,-0.2719
2026-03-05 02:15:00,4.5481,3.2696,-1.2785
2026-03-05 02:30:00,4.6673,4.075,-0.5923
2026-03-05 02:45:00,4.9839,4.1179,-0.866
2026-03-05 03:00:00,3.7134,4.1683,0.4549
2026-03-05 03:15:00,1.4297,2.0068,0.5771
2026-03-05 03:30:00,1.2528,1.3056,0.0528
2026-03-05 03:45:00,0.9747,1.2776,0.303
2026-03-05 04:00:00,0.8033,1.1948,0.3915
2026-03-05 04:15:00,0.9415,1.2265,0.285
2026-03-05 04:30:00,1.5191,1.2476,-0.2715
2026-03-05 04:45:00,1.2664,1.541,0.2746
2026-03-05 05:00:00,0.8142,1.4009,0.5867
2026-03-05 05:15:00,1.1649,1.0273,-0.1375
2026-03-05 05:30:00,1.1582,1.2372,0.0791
2026-03-05 05:45:00,0.8596,1.2554,0.3958
2026-03-05 06:00:00,1.3411,1.0102,-0.3309
2026-03-05 06:15:00,1.2977,1.3427,0.045
2026-03-05 06:30:00,1.011,1.2706,0.2596
2026-03-05 06:45:00,0.9219,1.4066,0.4848
2026-03-05 07:00:00,1.0559,1.3319,0.276
2026-03-05 07:15:00,0.9851,1.1679,0.1827
2026-03-05 07:30:00,2.7327,1.8764,-0.8563
2026-03-05 07:45:00,2.1066,3.1685,1.0619
2026-03-05 08:00:00,1.295,1.9112,0.6162
2026-03-05 08:15:00,1.1918,2.5161,1.3244
2026-03-05 08:30:00,1.7425,2.0328,0.2903
2026-03-05 08:45:00,2.6706,2.4346,-0.236
2026-03-05 09:00:00,3.4748,3.1346,-0.3402
2026-03-05 09:15:00,2.9939,3.0357,0.0418
2026-03-05 09:30:00,3.2845,2.8215,-0.463
2026-03-05 09:45:00,2.1369,3.2637,1.1268
2026-03-05 10:00:00,1.3442,2.0643,0.7202
2026-03-05 10:15:00,0.9799,1.5177,0.5378
2026-03-05 10:30:00,1.1493,1.3139,0.1646
2026-03-05 10:45:00,0.3547,1.5706,1.2159
2026-03-05 11:00:00,0.306,0.5647,0.2588
2026-03-05 11:15:00,0.0529,0.5671,0.5143
2026-03-05 11:30:00,0.0139,0.7911,0.7771
2026-03-05 11:45:00,2.8819,1.2269,-1.655
2026-03-05 12:00:00,11.4791,7.977,-3.5022
2026-03-05 12:15:00,11.1556,12.8071,1.6515
2026-03-05 12:30:00,11.2496,11.1712,-0.0784
2026-03-05 12:45:00,10.8772,11.2102,0.3331
2026-03-05 13:00:00,12.4154,11.256,-1.1595
2026-03-05 13:15:00,12.2398,10.6797,-1.5601
2026-03-05 13:30:00,12.9244,11.0046,-1.9198
2026-03-05 13:45:00,14.6701,10.8065,-3.8636
2026-03-05 14:00:00,15.3594,12.104,-3.2554
2026-03-05 14:15:00,13.2892,12.2242,-1.065
2026-03-05 14:30:00,10.4915,11.4087,0.9172
2026-03-05 14:45:00,9.7683,10.1367,0.3684
2026-03-05 15:00:00,6.6366,8.8014,2.1649
2026-03-05 15:15:00,7.2312,7.9182,0.6871
2026-03-05 15:30:00,5.4456,5.5749,0.1293
2026-03-05 15:45:00,5.9876,5.6734,-0.3143
2026-03-05 16:00:00,5.2615,5.6491,0.3876
2026-03-05 16:15:00,4.5861,5.7462,1.1601
2026-03-05 16:30:00,5.2951,4.8075,-0.4876
2026-03-05 16:45:00,3.2134,5.074,1.8606
2026-03-05 17:00:00,3.9968,3.0185,-0.9783
2026-03-05 17:15:00,5.0023,3.6835,-1.3189
2026-03-05 17:30:00,4.2661,4.7009,0.4348
2026-03-05 17:45:00,3.1167,3.7749,0.6581
2026-03-05 18:00:00,2.4799,3.6019,1.122
2026-03-05 18:15:00,1.4856,2.5594,1.0738
2026-03-05 18:30:00,1.3705,2.0059,0.6354
2026-03-05 18:45:00,1.5191,1.8112,0.2921
2026-03-05 19:00:00,2.2835,2.0561,-0.2273
2026-03-05 19:15:00,2.0604,2.6465,0.5861
2026-03-05 19:30:00,2.1961,2.3415,0.1454
2026-03-05 19:45:00,2.2944,2.4508,0.1564
2026-03-05 20:00:00,2.3679,2.4011,0.0332
2026-03-05 20:15:00,2.0083,2.3798,0.3715
2026-03-05 20:30:00,2.1314,2.0372,-0.0943
2026-03-05 20:45:00,1.9582,2.319,0.3607
2026-03-05 21:00:00,1.7959,2.1599,0.364
2026-03-05 21:15:00,1.9171,2.0014,0.0843
2026-03-05 21:30:00,1.5775,1.9808,0.4033
2026-03-05 21:45:00,1.2729,1.6859,0.413
2026-03-05 22:00:00,1.8093,1.5699,-0.2394
2026-03-05 22:15:00,1.8095,1.7823,-0.0272
2026-03-05 22:30:00,1.4325,1.7415,0.309
2026-03-05 22:45:00,1.3499,1.5969,0.2469
2026-03-05 23:00:00,1.584,1.5205,-0.0635
2026-03-05 23:15:00,1.9107,1.6297,-0.2809
2026-03-05 23:30:00,1.5552,1.677,0.1217
2026-03-05 23:45:00,1.5791,1.5298,-0.0492
2026-03-06 00:00:00,1.0408,1.3857,0.345
2026-03-06 00:15:00,0.9031,1.2074,0.3043
2026-03-06 00:30:00,1.2454,1.0667,-0.1787
2026-03-06 00:45:00,1.5328,1.2397,-0.2931
2026-03-06 01:00:00,1.2176,1.3124,0.0948
2026-03-06 01:15:00,1.1674,1.2018,0.0344
2026-03-06 01:30:00,1.835,1.6778,-0.1572
2026-03-06 01:45:00,4.6084,3.0259,-1.5825
2026-03-06 02:00:00,4.3208,4.0834,-0.2375
2026-03-06 02:15:00,4.4433,3.6386,-0.8048
2026-03-06 02:30:00,4.6328,4.2978,-0.335
2026-03-06 02:45:00,4.7292,4.0846,-0.6446
2026-03-06 03:00:00,3.7722,4.021,0.2488
2026-03-06 03:15:00,1.5463,1.9607,0.4144
2026-03-06 03:30:00,1.8079,1.5003,-0.3076
2026-03-06 03:45:00,1.1932,1.8724,0.6792
2026-03-06 04:00:00,1.0999,1.4205,0.3206
