timestamp,load_p,pv_p,buy_price,Selling_price_eur_kwh,load_forecast,P_battery,P_grid,SoC
2026-03-01 07:15:00,1.212,0.0,0.244,0.10632,1.3824,0.0,1.212,0.05
2026-03-01 07:30:00,1.543,0.001666666666666667,0.244,0.10365,1.4209,-0.0,1.5413,0.05
2026-03-01 07:45:00,1.594333333333333,0.0,0.244,0.10247,1.6849,-0.0,1.5943,0.05
2026-03-01 08:00:00,1.668533333333333,0.04286666666666666,0.244,0.11193,1.813,-0.0,1.6257,0.05
2026-03-01 08:15:00,3.57179,0.33679,0.244,0.10215,2.8235,-0.0,3.235,0.05
2026-03-01 08:30:00,3.2947,0.8393666666666667,0.244,0.10058,3.6838,-0.0,2.4553,0.05
2026-03-01 08:45:00,2.478326666666667,1.716903333333333,0.244,0.09618,3.0022,-0.0,0.7614,0.05
2026-03-01 09:00:00,1.185886666666667,2.13467,0.244,0.11354,3.1965,-0.0,-0.9488,0.05
2026-03-01 09:15:00,3.183753333333334,3.388106666666666,0.244,0.10791,1.5129,-0.0,-0.2044,0.05
2026-03-01 09:30:00,3.44023,4.787323333333334,0.244,0.10267,2.9938,0.0,-1.3471,0.05
2026-03-01 09:45:00,2.165246666666667,7.511810000000001,0.244,0.10029,2.9577,0.0,-5.3466,0.05
2026-03-01 10:00:00,2.519246666666667,5.230903333333333,0.244,0.10371,1.922,0.0,-2.7117,0.05
2026-03-01 10:15:00,2.48026,5.080400000000001,0.244,0.10208,2.7362,0.0,-2.6001,0.05
2026-03-01 10:30:00,3.026763333333334,5.781696666666667,0.244,0.10195,2.8059,0.0,-2.7549,0.05
2026-03-01 10:45:00,2.62669,8.309053333333331,0.244,0.10191,3.0611,0.0,-5.6824,0.05
2026-03-01 11:00:00,2.60791,7.926643333333334,0.244,0.09618,2.3353,0.0,-5.3187,0.05
2026-03-01 11:15:00,3.54451,8.086223333333333,0.244,0.09618,2.2925,0.0,-4.5417,0.05
2026-03-01 11:30:00,1.24864,9.087639999999999,0.244,0.09219,3.0139,-6.0738,-1.7652,0.14
2026-03-01 11:45:00,1.77102,7.498603333333334,0.244,0.09618,1.2775,0.0,-5.7276,0.14
2026-03-01 12:00:00,1.99754,5.571009999999999,0.244,0.094,2.0239,0.0,-3.5735,0.14
2026-03-01 12:15:00,2.411706666666666,6.880073333333334,0.244,0.09,1.8352,-5.0449,0.5765,0.2148
2026-03-01 12:30:00,1.28401,6.295199999999999,0.244,0.09,2.17,-4.1252,-0.886,0.276
2026-03-01 12:45:00,1.22009,5.926563333333334,0.244,0.09,2.0628,-3.8638,-0.8427,0.3332
2026-03-01 13:00:00,0.90471,6.924346666666668,0.244,0.08614,1.4871,-5.4373,-0.5824,0.4138
2026-03-01 13:15:00,0.6210566666666667,8.31533,0.244,0.07478,1.8531,-6.4622,-1.2321,0.5096
2026-03-01 13:30:00,1.6366,7.193453333333334,0.244,0.07515000000000001,1.5988,-5.5947,0.0378,0.5926
2026-03-01 13:45:00,4.108116666666667,6.33988,0.244,0.07778,2.3887,-3.9512,1.7194,0.6511
2026-03-01 14:00:00,3.95917,8.138236666666666,0.244,0.0722,5.1847,-2.9535,-1.2255,0.6949
2026-03-01 14:15:00,3.640906666666667,8.691593333333332,0.244,0.07476999999999999,4.5366,-4.155,-0.8957,0.7565
2026-03-01 14:30:00,3.582836666666667,10.12374666666667,0.244,0.084,4.1408,-5.983,-0.5579,0.8452
2026-03-01 14:45:00,3.508789999999999,8.520336666666667,0.244,0.0858,4.2787,-4.2417,-0.7699,0.9081
2026-03-01 15:00:00,4.030036666666667,6.749153333333333,0.244,0.094,3.5784,-0.5995,-2.1197,0.9169
2026-03-01 15:15:00,2.25932,6.115916666666667,0.244,0.092,3.8858,-2.2301,-1.6265,0.95
2026-03-01 15:30:00,1.08494,5.600726666666667,0.244,0.09618,2.3925,-0.0,-4.5158,0.95
2026-03-01 15:45:00,0.4661733333333333,5.097996666666667,0.244,0.09618,1.7309,-0.0,-4.6318,0.95
2026-03-01 16:00:00,0.6934933333333333,4.861466666666666,0.244,0.09618,1.2273,-0.0,-4.168,0.95
2026-03-01 16:15:00,0.9912533333333334,4.176943333333334,0.244,0.09618,1.1824,0.0,-3.1857,0.95
2026-03-01 16:30:00,0.7559266666666667,4.476646666666666,0.244,0.10656573,1.7635,0.0,-3.7207,0.95
2026-03-01 16:45:00,0.24649,4.07916,0.244,0.12147427,1.2476,0.0,-3.8327,0.95
2026-03-01 17:00:00,0.5848466666666667,3.08613,0.244,0.10958,0.6178,0.0,-2.5013,0.95
2026-03-01 17:15:00,0.7719633333333332,2.474673333333334,0.244,0.1185,0.9583,0.0,-1.7027,0.95
2026-03-01 17:30:00,0.4520533333333334,2.300613333333333,0.244,0.126,1.0074,0.0,-1.8486,0.95
2026-03-01 17:45:00,0.81871,2.01455,0.244,0.13619,0.9015,0.0144,-1.2102,0.9498
2026-03-01 18:00:00,0.71029,1.366783333333333,0.244,0.11832851,1.3508,-0.016,-0.6405,0.95
2026-03-01 18:15:00,1.142103333333333,0.7457666666666668,0.244,0.12096395,1.166,0.4202,-0.0238,0.9431
2026-03-01 18:30:00,1.15716,0.2987466666666667,0.244,0.12283,1.7168,1.418,-0.5596,0.9197
2026-03-01 18:45:00,1.120796666666667,0.038,0.244,0.12251158,1.8187,1.7807,-0.6979,0.8904
2026-03-01 19:00:00,1.74908,0.0,0.244,0.126,1.8265,1.8265,-0.0774,0.8603
2026-03-01 19:15:00,2.261806666666667,0.0,0.244,0.126,1.993,1.993,0.2688,0.8275
2026-03-01 19:30:00,1.772906666666667,0.0,0.244,0.1237,2.4875,2.4875,-0.7145,0.7865
2026-03-01 19:45:00,1.917766666666667,0.0,0.244,0.1203,1.8762,1.8762,0.0415,0.7556
2026-03-01 20:00:00,1.95388,0.0,0.244,0.12283,1.9774,1.9774,-0.0235,0.723
2026-03-01 20:15:00,1.37062,0.0,0.244,0.1203,2.1627,2.1627,-0.792,0.6874
2026-03-01 20:30:00,1.675223333333333,0.0,0.244,0.1203,1.922,1.922,-0.2468,0.6558
2026-03-01 20:45:00,2.384473333333333,0.0,0.244,0.11657,2.0978,2.0978,0.2867,0.6212
2026-03-01 21:00:00,2.14723,0.0,0.244,0.1273,2.8894,2.8894,-0.7422,0.5736
2026-03-01 21:15:00,1.997816666666667,0.0,0.244,0.126,2.2296,2.2296,-0.2318,0.5369
2026-03-01 21:30:00,1.698516666666666,0.0,0.244,0.126,1.9504,1.9504,-0.2519,0.5048
2026-03-01 21:45:00,2.216263333333333,0.0,0.244,0.1203,1.8124,1.8124,0.4039,0.4749
2026-03-01 22:00:00,1.82352,0.0,0.244,0.126,2.0625,1.6846,0.1389,0.4472
2026-03-01 22:15:00,2.278203333333333,0.0,0.244,0.126,1.7867,0.0,2.2782,0.4472
2026-03-01 22:30:00,2.01039,0.0,0.244,0.126,2.1159,0.309,1.7014,0.4421
2026-03-01 22:45:00,1.653446666666667,0.0,0.244,0.11431,1.887,0.3349,1.3186,0.4366
2026-03-01 23:00:00,1.381413333333333,0.0,0.244,0.10931,1.7067,0.0399,1.3415,0.4359
2026-03-01 23:15:00,1.852333333333333,0.0,0.244,0.10813,1.5521,0.1714,1.681,0.4331
2026-03-01 23:30:00,1.28046,0.0,0.244,0.10813,1.6668,0.4216,0.8589,0.4262
2026-03-01 23:45:00,1.14259,0.0,0.244,0.10721,1.3807,0.0892,1.0534,0.4247
2026-03-02 00:00:00,1.174433333333333,0.0,0.244,0.11709,1.2452,0.0,1.1744,0.4247
2026-03-02 00:15:00,1.53166,0.0,0.244,0.11709,1.2915,0.0,1.5317,0.4247
2026-03-02 00:30:00,1.533006666666667,0.0,0.244,0.1015,1.3485,0.0,1.533,0.4247
2026-03-02 00:45:00,1.319293333333333,0.0,0.244,0.09384,1.3522,0.0,1.3193,0.4247
2026-03-02 01:00:00,1.374736666666667,0.0,0.244,0.11709,1.278,0.0,1.3747,0.4247
2026-03-02 01:15:00,1.44924,0.0,0.244,0.103,1.304,0.0,1.4492,0.4247
2026-03-02 01:30:00,2.29494,0.0,0.244,0.09993,1.5117,0.0,2.2949,0.4247
2026-03-02 01:45:00,4.215753333333334,0.0,0.244,0.09998,2.7789,0.0,4.2158,0.4247
2026-03-02 02:00:00,4.55598,0.0,0.244,0.09943,3.6512,0.0,4.556,0.4247
2026-03-02 02:15:00,4.908773333333333,0.0,0.244,0.09968,3.5742,0.0,4.9088,0.4247
2026-03-02 02:30:00,4.796523333333334,0.0,0.244,0.09964,4.2153,0.0,4.7965,0.4247
2026-03-02 02:45:00,4.17683,0.0,0.244,0.09947,4.0775,0.0,4.1768,0.4247
2026-03-02 03:00:00,4.45021,0.0,0.244,0.09831999999999999,3.1271,0.0,4.4502,0.4247
2026-03-02 03:15:00,1.803093333333333,0.0,0.244,0.09759000000000001,3.7197,0.0,1.8031,0.4247
2026-03-02 03:30:00,1.535143333333334,0.0,0.244,0.09734000000000001,1.6914,0.0,1.5351,0.4247
2026-03-02 03:45:00,1.186913333333333,0.0,0.244,0.09734000000000001,1.4049,0.0,1.1869,0.4247
2026-03-02 04:00:00,1.245876666666667,0.0,0.244,0.0938,1.3007,0.0,1.2459,0.4247
2026-03-02 04:15:00,1.229503333333333,0.0,0.244,0.0979,1.439,0.0,1.2295,0.4247
2026-03-02 04:30:00,1.298503333333333,0.0,0.244,0.0995,1.3278,0.0,1.2985,0.4247
2026-03-02 04:45:00,1.441446666666667,0.0,0.244,0.11019,1.3031,0.0398,1.4017,0.424
2026-03-02 05:00:00,0.9125433333333334,0.0,0.244,0.09114,1.3886,0.2354,0.6771,0.4202
2026-03-02 05:15:00,1.10374,0.0,0.244,0.09456118,1.1083,0.0,1.1037,0.4202
2026-03-02 05:30:00,1.689466666666666,0.0,0.244,0.11709,1.1532,0.0,1.6895,0.4202
2026-03-02 05:45:00,1.40036,0.0,0.244,0.12864882,1.4963,0.0,1.4004,0.4202
2026-03-02 06:00:00,1.316013333333333,0.0,0.244,0.11,1.3386,0.0,1.316,0.4202
2026-03-02 06:15:00,1.320986666666667,0.0,0.244,0.1156,1.2762,0.0,1.321,0.4202
2026-03-02 06:30:00,1.10608,0.0,0.244,0.12954,1.3775,0.9647,0.1414,0.4043
2026-03-02 06:45:00,1.147996666666667,0.0,0.244,0.13842,1.2968,1.2968,-0.1488,0.3829
2026-03-02 07:00:00,1.408816666666667,0.0,0.2682,0.121,1.2907,1.2907,0.1182,0.3617
2026-03-02 07:15:00,0.87529,0.0,0.2682,0.12203,1.3441,1.3441,-0.4688,0.3395
2026-03-02 07:30:00,1.578963333333333,0.0,0.2682,0.12953,1.2722,1.2722,0.3067,0.3186
2026-03-02 07:45:00,1.668816666666667,0.0,0.2682,0.12953,1.5264,1.5264,0.1424,0.2934
2026-03-02 08:00:00,1.181076666666667,0.0,0.254,0.1301,1.5869,1.5869,-0.4058,0.2673
2026-03-02 08:15:00,1.675376666666666,0.10754,0.254,0.12953,1.6908,1.5833,-0.0154,0.2412
2026-03-02 08:30:00,2.046863333333333,0.2807066666666667,0.254,0.12954,2.2826,2.0019,-0.2357,0.2082
2026-03-02 08:45:00,1.80564,0.66028,0.254,0.12953,1.9603,1.3,-0.1546,0.1868
2026-03-02 09:00:00,4.807836666666667,0.6592800000000001,0.254,0.12812,2.0825,1.4232,2.7253,0.1634
2026-03-02 09:15:00,3.838023333333333,0.6280233333333334,0.254,0.12205,4.2011,3.5731,-0.3631,0.1045
2026-03-02 09:30:00,3.887816666666667,1.352483333333333,0.254,0.13842,3.3534,2.0009,0.5345,0.0716
2026-03-02 09:45:00,3.28203,2.18803,0.254,0.12953,3.4987,1.3106,-0.2166,0.05
2026-03-02 10:00:00,1.92281,3.440523333333333,0.254,0.11764,2.6816,0.0,-1.5177,0.05
2026-03-02 10:15:00,3.257,4.398436666666666,0.254,0.1111,2.0855,-2.313,1.1715,0.0843
2026-03-02 10:30:00,3.270206666666666,6.744636666666667,0.254,0.12954,3.0786,2.0817,-5.5561,0.05
2026-03-02 10:45:00,2.502786666666667,9.111773333333332,0.254,0.121,2.689,0.0,-6.609,0.05
2026-03-02 11:00:00,0.4994966666666666,8.236379999999999,0.254,0.12499,2.2302,-0.0,-7.7369,0.05
2026-03-02 11:15:00,0.95721,6.659649999999998,0.254,0.11709,0.4828,0.0,-5.7024,0.05
2026-03-02 11:30:00,2.438753333333334,6.43662,0.254,0.11504,0.8483,0.0,-3.9979,0.05
2026-03-02 11:45:00,2.723026666666667,7.271326666666667,0.254,0.113,2.4206,0.0,-4.5483,0.05
2026-03-02 12:00:00,2.803463333333333,5.572336666666667,0.254,0.11314,2.276,0.0,-2.7689,0.05
2026-03-02 12:15:00,1.690293333333333,4.72394,0.254,0.10697,2.2918,0.0,-3.0336,0.05
2026-03-02 12:30:00,1.014643333333333,6.091876666666667,0.254,0.10139,1.5443,-4.5476,-0.5296,0.1174
2026-03-02 12:45:00,0.5648366666666667,9.226726666666668,0.254,0.0985,1.5706,-7.6562,-1.0057,0.2309
2026-03-02 13:00:00,0.37955,11.16326333333333,0.254,0.10468,0.7466,-10.0,-0.7837,0.3791
2026-03-02 13:15:00,0.73323,9.287456666666667,0.254,0.1021,0.6291,-8.6584,0.1042,0.5075
2026-03-02 13:30:00,1.308033333333334,11.29493333333333,0.254,0.10681,1.2801,-10.0,0.0131,0.6557
2026-03-02 13:45:00,3.040373333333333,13.37986333333333,0.254,0.10681,2.7295,-10.0,-0.3395,0.8039
2026-03-02 14:00:00,3.30373,10.75391,0.254,0.10049,4.6768,-6.0771,-1.3731,0.894
2026-03-02 14:15:00,3.59888,9.800793333333333,0.254,0.10697,3.5712,-3.7765,-2.4254,0.95
2026-03-02 14:30:00,3.451146666666667,9.506236666666666,0.254,0.11019,3.9301,0.0,-6.0551,0.95
2026-03-02 14:45:00,3.03783,9.796356666666666,0.254,0.11503,3.8784,0.0,-6.7585,0.95
2026-03-02 15:00:00,3.100803333333333,8.863333333333333,0.254,0.12953,3.1916,0.0,-5.7625,0.95
2026-03-02 15:15:00,2.995113333333333,9.595686666666667,0.254,0.12954,2.7479,0.0,-6.6006,0.95
2026-03-02 15:30:00,0.2229733333333333,10.11831333333333,0.254,0.12,2.561,0.0,-9.8953,0.95
2026-03-02 15:45:00,1.722383333333333,9.069466666666667,0.254,0.12953,0.8153,0.0,-7.3471,0.95
2026-03-02 16:00:00,5.64484,7.866233333333334,0.254,0.12194,2.3445,0.0,-2.2214,0.95
2026-03-02 16:15:00,5.146933333333333,6.162466666666667,0.254,0.12954,6.1102,0.0,-1.0155,0.95
2026-03-02 16:30:00,5.265673333333333,5.747673333333333,0.254,0.1301,4.6078,0.0,-0.482,0.95
2026-03-02 16:45:00,5.582116666666666,5.143983333333334,0.254,0.13842,4.38,0.0,0.4381,0.95
2026-03-02 17:00:00,6.524186666666665,4.190773333333333,0.254,0.1301,4.8746,0.6839,1.6496,0.9387
2026-03-02 17:15:00,3.101046666666667,4.904046666666666,0.254,0.14141,5.7665,0.8625,-2.6655,0.9245
2026-03-02 17:30:00,3.207833333333333,3.909166666666667,0.254,0.15181,3.4589,-0.4503,-0.251,0.9312
2026-03-02 17:45:00,3.512073333333333,2.724386666666667,0.254,0.15807,3.281,0.5566,0.2311,0.922
2026-03-02 18:00:00,3.79166,1.311426666666667,0.254,0.15181,2.859,1.5475,0.9327,0.8966
2026-03-02 18:15:00,3.851433333333333,0.2983666666666666,0.254,0.15918,3.0662,2.7678,0.7853,0.851
2026-03-02 18:30:00,4.122656666666667,0.1610933333333333,0.254,0.16072,3.3736,3.2125,0.7491,0.7981
2026-03-02 18:45:00,3.572023333333333,0.02612666666666667,0.254,0.16324,3.6659,2.8938,0.6521,0.7504
2026-03-02 19:00:00,1.551533333333333,0.0,0.2682,0.15378,3.3277,3.3277,-1.7762,0.6956
2026-03-02 19:15:00,1.779846666666667,0.0,0.2682,0.15378,2.0859,2.0859,-0.306,0.6612
2026-03-02 19:30:00,1.78912,0.0,0.2682,0.14577,2.045,2.045,-0.2559,0.6275
2026-03-02 19:45:00,1.807123333333333,0.0,0.2682,0.13573486,2.0009,2.0009,-0.1938,0.5946
2026-03-02 20:00:00,1.966866666666667,0.0,0.2682,0.15378,2.0348,2.0348,-0.0679,0.5611
2026-03-02 20:15:00,1.647073333333333,0.0,0.2682,0.14473,1.9674,1.9674,-0.3203,0.5287
2026-03-02 20:30:00,2.706583333333334,0.0,0.2682,0.13720582,1.8793,1.8793,0.8273,0.4977
2026-03-02 20:45:00,1.813796666666667,0.0,0.2682,0.11969555,3.1255,3.1255,-1.3117,0.4462
2026-03-02 21:00:00,2.34106,0.0,0.2682,0.13842,2.7034,2.7034,-0.3624,0.4017
2026-03-02 21:15:00,1.483983333333333,0.0,0.2682,0.1301,2.3726,2.3726,-0.8886,0.3626
2026-03-02 21:30:00,2.023403333333333,0.0,0.2682,0.12251646,1.7166,1.7166,0.3068,0.3344
2026-03-02 21:45:00,2.069333333333334,0.0,0.2682,0.11501,2.1191,2.1191,-0.0497,0.2995
2026-03-02 22:00:00,1.97774,0.0,0.2682,0.11764,2.0377,2.0377,-0.0599,0.2659
2026-03-02 22:15:00,1.779496666666667,0.0,0.2682,0.11709,2.0018,2.0018,-0.2223,0.2329
2026-03-02 22:30:00,1.967293333333333,0.0,0.2682,0.11497,1.954,1.954,0.0133,0.2008
2026-03-02 22:45:00,1.88697,0.0,0.2682,0.11497,1.9007,1.9007,-0.0138,0.1695
2026-03-02 23:00:00,1.714746666666667,0.0,0.244,0.11685,1.7205,0.0,1.7147,0.1695
2026-03-02 23:15:00,1.611446666666667,0.0,0.244,0.11495,1.7241,0.0,1.6114,0.1695
2026-03-02 23:30:00,1.57813,0.0,0.244,0.11167,1.6098,0.0,1.5781,0.1695
2026-03-02 23:45:00,1.225386666666667,0.0,0.244,0.10133,1.5422,0.0,1.2254,0.1695
2026-03-03 00:00:00,1.33012,0.0,0.244,0.12498,1.2797,0.0,1.3301,0.1695
2026-03-03 00:15:00,1.599653333333333,0.0,0.244,0.11871,1.4105,0.0,1.5997,0.1695
2026-03-03 00:30:00,1.336493333333333,0.0,0.244,0.11071,1.5175,0.0,1.3365,0.1695
2026-03-03 00:45:00,1.349786666666667,0.0,0.244,0.1056,1.3489,0.0,1.3498,0.1695
2026-03-03 01:00:00,1.24025,0.0,0.244,0.11525,1.3756,0.0,1.2402,0.1695
2026-03-03 01:15:00,1.456556666666667,0.0,0.244,0.10687,1.3006,0.0,1.4566,0.1695
2026-03-03 01:30:00,1.520966666666667,0.0,0.244,0.10673,1.6941,0.0,1.521,0.1695
2026-03-03 01:45:00,1.824006666666667,0.0,0.244,0.10618,2.4192,0.0,1.824,0.1695
2026-03-03 02:00:00,2.0132,0.0,0.244,0.10692,1.9664,0.0,2.0132,0.1695
2026-03-03 02:15:00,2.001453333333334,0.0,0.244,0.10692,2.0549,0.0,2.0015,0.1695
2026-03-03 02:30:00,1.86899,0.0,0.244,0.1061,2.0267,0.0,1.869,0.1695
2026-03-03 02:45:00,2.22859,0.0,0.244,0.1046,1.9133,0.0,2.2286,0.1695
2026-03-03 03:00:00,1.563826666666667,0.0,0.244,0.10779,2.6687,0.0,1.5638,0.1695
2026-03-03 03:15:00,1.7883,0.0,0.244,0.10708,1.6444,0.0,1.7883,0.1695
2026-03-03 03:30:00,1.3731,0.0,0.244,0.10696,1.6889,0.0,1.3731,0.1695
2026-03-03 03:45:00,1.309143333333333,0.0,0.244,0.10684,1.379,0.0,1.3091,0.1695
2026-03-03 04:00:00,1.263343333333333,0.0,0.244,0.10618,1.3507,0.0,1.2633,0.1695
2026-03-03 04:15:00,1.347633333333333,0.0,0.244,0.10726,1.3368,0.0,1.3476,0.1695
2026-03-03 04:30:00,1.03963,0.0,0.244,0.10718,1.3553,0.0,1.0396,0.1695
2026-03-03 04:45:00,1.055043333333333,0.0,0.244,0.11162,1.2129,0.0,1.055,0.1695
2026-03-03 05:00:00,0.96955,0.0,0.244,0.10678,1.1793,0.0,0.9696,0.1695
2026-03-03 05:15:00,1.137273333333333,0.0,0.244,0.1111,1.1301,0.0,1.1373,0.1695
2026-03-03 05:30:00,1.30347,0.0,0.244,0.11307675,1.1895,0.0,1.3035,0.1695
2026-03-03 05:45:00,0.8942166666666667,0.0,0.244,0.12574,1.2325,0.0,0.8942,0.1695
2026-03-03 06:00:00,0.9200566666666667,0.0,0.244,0.11882,1.0379,0.0,0.9201,0.1695
2026-03-03 06:15:00,1.39314,0.0,0.244,0.12855551,1.0646,0.0,1.3931,0.1695
2026-03-03 06:30:00,1.257813333333333,0.0,0.244,0.13475,1.2887,0.0,1.2578,0.1695
2026-03-03 06:45:00,1.4016,0.0,0.244,0.14337,1.2222,0.0,1.4016,0.1695
2026-03-03 07:00:00,1.436646666666667,0.0,0.2682,0.13724,1.3139,1.3139,0.1228,0.1478
2026-03-03 07:15:00,1.244626666666667,0.0,0.2682,0.15203,1.4107,1.4107,-0.1661,0.1246
2026-03-03 07:30:00,2.158716666666667,0.0003333333333333333,0.2682,0.16084,2.119,2.1187,0.0397,0.0897
2026-03-03 07:45:00,2.463366666666667,0.002,0.2682,0.15782,2.4114,2.4094,0.052,0.05
2026-03-03 08:00:00,1.5732,0.06331333333333333,0.254,0.18419,2.0785,-0.0,1.5099,0.05
2026-03-03 08:15:00,1.453253333333333,0.2298766666666667,0.254,0.14488,2.0862,-0.0,1.2234,0.05
2026-03-03 08:30:00,1.826816666666667,0.5359299999999999,0.254,0.1301,2.6861,-0.0,1.2909,0.05
2026-03-03 08:45:00,3.877916666666667,1.003793333333333,0.254,0.13389,2.2771,-0.0,2.8741,0.05
2026-03-03 09:00:00,3.483816666666667,1.731146666666667,0.254,0.13389,3.9265,-0.0,1.7527,0.05
2026-03-03 09:15:00,3.891996666666667,3.966843333333333,0.254,0.13573,2.9918,-0.0,-0.0748,0.05
2026-03-03 09:30:00,1.256906666666667,8.013943333333332,0.254,0.13375,3.2319,-0.0,-6.757,0.05
2026-03-03 09:45:00,1.431763333333333,8.173866666666665,0.254,0.12746,1.6431,-0.0,-6.7421,0.05
2026-03-03 10:00:00,0.68153,9.758796666666667,0.254,0.12746,1.468,-0.0,-9.0773,0.05
2026-03-03 10:15:00,0.1725966666666667,10.58875,0.254,0.12746,0.8087,-0.0,-10.4162,0.05
2026-03-03 10:30:00,0.0,12.22716333333333,0.254,0.12746,0.3743,-0.0,-12.2272,0.05
2026-03-03 10:45:00,1.49971,13.79696333333333,0.254,0.12522,0.1434,0.0,-12.2973,0.05
2026-03-03 11:00:00,0.70089,15.37068666666667,0.254,0.12746,2.6384,-0.0,-14.6698,0.05
2026-03-03 11:15:00,0.7922533333333335,16.65122666666667,0.254,0.12522,1.2235,-0.0,-15.859,0.05
2026-03-03 11:30:00,0.03704666666666667,17.94953,0.254,0.11554,1.8012,-0.0,-17.9125,0.05
2026-03-03 11:45:00,2.760946666666667,19.26056333333333,0.254,0.11344,1.4161,-0.0,-16.4996,0.05
2026-03-03 12:00:00,7.735193333333334,18.07852666666667,0.254,0.10663,5.645,0.0,-10.3433,0.05
2026-03-03 12:15:00,10.05938,21.21071333333333,0.254,0.10147,9.9316,0.0,-11.1513,0.05
2026-03-03 12:30:00,8.485566666666665,21.83956666666667,0.254,0.10038,10.1108,-10.0,-3.354,0.1982
2026-03-03 12:45:00,9.240453333333333,22.43545333333334,0.254,0.09912,8.0962,-10.0,-3.195,0.3465
2026-03-03 13:00:00,8.98449,22.22049,0.254,0.095,8.0751,-10.0,-3.236,0.4947
2026-03-03 13:15:00,8.594809999999999,22.20681,0.254,0.09783,7.3108,-10.0,-3.612,0.6429
2026-03-03 13:30:00,8.974210000000001,22.31154333333334,0.254,0.09783,5.889,-10.0,-3.3373,0.7912
2026-03-03 13:45:00,9.887660000000002,22.13999333333333,0.254,0.09912,6.8526,-10.0,-2.2523,0.9394
2026-03-03 14:00:00,7.896813333333332,22.03581333333334,0.254,0.10127,8.0099,-0.7157,-13.4233,0.95
2026-03-03 14:15:00,7.917116666666666,22.08378333333334,0.254,0.10564,7.4525,-0.0,-14.1667,0.95
2026-03-03 14:30:00,6.203150000000001,23.17581666666667,0.254,0.10631,6.1117,-0.0,-16.9727,0.95
2026-03-03 14:45:00,4.34842,22.73875333333333,0.254,0.10718,5.0735,-0.0,-18.3903,0.95
2026-03-03 15:00:00,4.074473333333333,12.21480666666667,0.254,0.11922,4.4358,0.0,-8.1403,0.95
2026-03-03 15:15:00,2.584966666666667,16.52641,0.254,0.12333,3.8279,-0.0,-13.9414,0.95
2026-03-03 15:30:00,2.834776666666667,19.60175,0.254,0.11718,2.455,-0.0,-16.767,0.95
